dataset,split,class,media_type,extension,relative_path,note
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_42267_jpg.rf.5f3f14cfecb9744b273db52ec89517cd.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_42278_jpg.rf.5720fcc93dbc4b32e61dc5e8dee06ea1.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_42293_jpg.rf.1fe4464b596ba26bfdf600523c1079e6.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_42299_jpg.rf.4d2d1f92fac541d3c052fdf9f4c8f0b1.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_42322_jpg.rf.b470c74cd4c0bd438b2e40bab80f08fa.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_42350_jpg.rf.dd005e3bc65de7aea90e8d3994c358e9.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_42378_jpg.rf.e735b64db300f704896af7b691289d25.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_42399_jpg.rf.ad23a27e9c0406569d4ff7d6237cfa3d.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_42409_jpg.rf.523751efb55068f1ab6d03ff5a9e6b7b.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50276.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50308_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50323.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50340.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50376.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50392.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50404.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50417.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50432_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50448.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50472.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50488.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50508.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50532_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50540.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50551.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50564.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50576.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50579.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50587.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50593.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50600.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50607.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50612.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50619.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50628.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50635.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50647.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50660.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50663.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50675.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50676.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50691.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50692.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50703.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50708.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50713.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50720.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50724.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50732_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50740.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50748.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50764_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50776_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50788_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50800_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50814.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50830.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50842.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50844.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50858.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50870.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50876.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50882.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50892.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50894.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50900.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50910.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50911.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50922.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50934.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50946.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50971.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_50992_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51000.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51012.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51059.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51060.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51070.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51072.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51086.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51092.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51100_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51104.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51116_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51132.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51152.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51168.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51176.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51188.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51188_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51200.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51204.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51212.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51220.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51224.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51226.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51328.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51348.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51364.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51372.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51378.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51444.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51456.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51464.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51548.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51560.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51576_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51588.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51644_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51652.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51660.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51684.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51812.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51824.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51832.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51840.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51848.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51860.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51872.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51888.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51900.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51916_2.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51940.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51956.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51968.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51976.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_51992.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_52004.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_52016.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_52028.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_52044.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_55448.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_55464.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_55472.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_55484.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_55492.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_55508.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_55552.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_55564.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_55575.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_55588.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_55604.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_55612.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_55692.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_55703.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_55715.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_55726.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_55732.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_55799.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_55819.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_55839.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_66355.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_66377.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_66435.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_66443.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_66455.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_66467.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_66477.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_66523.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_66531.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_66543.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_66583.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_66591.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_66603.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_66615.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_66675.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_66720.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_66740.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_66752.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_66776.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_66788.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_66808.jpg,
A Multimodal BISINDO Corpus Annotated Images and V,Train,Y,Image,.jpg,A Multimodal BISINDO Corpus Annotated Images and V\Train\Y\frame_66820.jpg,
